gvkey,year,quarter,n_rows
287375,2020,2,1
287375,2020,3,1
287375,2020,4,1
287375,2021,2,1
287375,2021,3,1
287375,2022,1,1
287375,2022,2,1
287412,2020,1,1
287412,2020,2,1
287412,2020,3,1
287412,2020,4,1
287412,2021,1,1
287412,2021,2,1
287412,2021,3,1
287412,2021,4,1
287412,2022,1,1
28742,2020,1,1
28742,2020,2,1
28742,2020,3,1
28742,2020,4,1
28742,2021,1,1
28742,2021,2,1
28742,2021,3,1
28742,2021,4,1
28742,2022,1,1
28742,2022,2,1
287447,2021,2,1
287454,2020,1,1
287454,2020,2,1
287454,2020,3,1
287454,2020,4,1
287454,2021,1,1
287454,2021,2,1
287454,2021,3,1
287454,2021,4,1
287454,2022,1,1
287469,2022,2,1
28749,2020,1,1
28749,2020,2,1
28749,2020,3,1
28749,2020,4,1
28749,2021,1,1
28749,2021,2,1
28749,2021,3,1
28749,2021,4,1
28749,2022,1,1
287490,2020,1,1
287490,2020,2,1
287490,2020,4,1
287490,2021,1,1
287490,2021,2,1
287490,2021,4,1
287496,2020,1,1
287496,2020,2,1
287496,2020,3,1
287496,2020,4,1
287496,2021,1,1
287496,2021,3,1
287496,2021,4,1
287496,2022,1,1
287496,2022,2,1
287498,2020,1,1
287498,2020,3,1
287498,2021,1,1
287498,2021,3,1
287498,2022,1,1
287503,2021,4,1
287525,2020,1,1
287525,2020,2,1
287525,2021,3,1
287525,2022,1,1
287562,2021,4,1
287562,2022,2,1
287566,2020,1,1
287566,2020,2,1
287566,2020,3,1
287566,2020,4,1
287566,2021,1,1
287566,2021,2,1
287566,2021,3,1
287566,2021,4,1
287566,2022,1,1
287566,2022,2,1
287579,2020,1,1
287579,2020,3,1
287579,2021,3,1
287579,2022,1,1
287606,2022,1,1
287609,2020,2,1
287609,2020,4,1
287609,2021,2,1
287609,2021,4,1
28762,2020,1,1
28762,2020,2,1
28762,2020,3,1
28762,2020,4,1
28762,2021,1,1
28762,2021,2,1
28762,2021,3,1
28762,2021,4,1
28762,2022,1,1
287622,2020,1,1
287622,2020,2,1
287622,2020,3,1
287622,2020,4,1
287622,2021,1,1
287622,2021,2,1
287622,2021,3,1
287622,2021,4,1
287622,2022,1,1
287622,2022,2,1
287665,2020,1,1
287665,2020,3,1
287665,2020,4,1
287665,2021,1,1
287665,2021,2,1
287665,2021,4,1
287670,2020,1,1
287670,2020,2,1
287670,2020,3,1
287670,2020,4,1
287670,2021,1,1
287670,2021,2,1
287670,2021,3,1
287670,2021,4,1
287670,2022,1,1
287673,2020,1,1
287673,2020,2,1
287673,2020,3,1
287673,2020,4,1
287673,2021,1,1
287673,2021,3,1
287673,2021,4,1
287673,2022,1,1
287684,2020,2,1
287684,2021,1,1
287684,2021,2,1
287684,2021,3,1
287684,2021,4,1
287684,2022,1,1
287684,2022,2,1
287686,2020,3,1
287686,2021,2,1
287686,2021,3,1
287686,2022,1,1
28769,2020,2,1
28769,2021,2,1
287696,2020,1,1
287696,2020,3,1
287696,2021,1,1
287696,2021,3,1
287696,2022,1,1
287697,2020,1,1
287697,2020,2,1
287697,2020,3,1
287697,2020,4,1
287697,2021,1,1
287697,2021,2,1
287697,2021,3,1
287697,2021,4,1
287697,2022,1,1
287706,2021,1,1
287710,2020,1,1
287710,2020,2,1
287710,2020,3,1
287710,2020,4,1
287710,2021,1,1
287710,2021,2,1
287710,2021,3,1
287710,2021,4,1
287710,2022,1,1
287752,2020,3,1
287752,2020,4,1
287752,2021,2,1
287752,2021,3,1
287764,2020,1,1
287764,2020,2,1
287764,2020,3,1
287764,2020,4,1
287764,2021,1,1
287764,2021,2,1
287764,2021,3,1
287764,2021,4,1
287764,2022,1,1
287824,2020,2,1
287824,2020,3,1
287824,2020,4,1
287824,2021,2,1
287824,2021,3,1
287824,2021,4,1
287853,2020,1,1
287853,2020,2,1
287853,2020,3,1
287853,2020,4,1
287853,2021,1,1
287853,2021,2,1
287853,2021,3,1
287853,2021,4,1
287853,2022,1,1
287853,2022,2,1
287857,2020,1,1
287857,2020,2,1
287857,2020,3,1
287857,2020,4,1
287857,2021,1,1
287857,2021,2,1
287857,2021,3,1
287857,2021,4,1
287857,2022,1,1
287864,2020,1,1
287864,2020,3,1
287864,2020,4,1
287864,2021,1,1
287864,2021,2,1
287864,2021,3,1
287864,2021,4,1
287864,2022,1,1
28787,2020,1,1
28787,2020,2,1
28787,2020,3,1
28787,2020,4,1
28787,2021,1,1
28787,2021,2,1
28787,2021,3,1
28787,2021,4,1
28787,2022,1,1
287882,2020,1,1
287882,2020,2,1
287882,2020,3,1
287882,2020,4,1
287882,2021,1,1
287882,2021,2,1
287882,2021,3,1
287882,2021,4,1
287882,2022,1,1
287893,2020,1,1
287893,2021,4,1
287893,2022,1,1
28790,2020,1,1
28790,2020,2,1
28790,2020,3,1
28790,2020,4,1
28790,2021,1,1
28790,2021,2,1
28790,2021,3,1
28790,2021,4,1
28790,2022,1,1
28790,2022,2,1
287930,2020,1,1
287930,2020,2,1
287930,2020,3,1
287930,2020,4,1
287930,2021,1,1
287930,2021,2,1
287930,2021,3,1
287930,2021,4,1
287930,2022,1,1
287932,2022,1,1
287932,2022,2,1
287946,2020,1,1
287946,2020,2,1
287946,2020,3,1
287946,2020,4,1
287946,2021,1,1
287946,2021,3,1
287946,2021,4,1
287946,2022,1,1
287948,2020,1,1
287948,2020,3,1
287948,2020,4,1
287948,2021,1,1
287948,2021,2,1
287948,2021,3,1
287948,2022,1,1
287957,2020,1,1
287957,2020,3,1
287957,2020,4,1
287957,2021,1,1
287957,2021,3,1
287957,2021,4,1
287957,2022,1,1
287957,2022,2,1
288059,2020,1,1
288059,2020,2,1
288059,2020,3,1
288059,2020,4,1
288059,2021,1,1
28806,2020,1,1
28806,2020,2,1
28806,2020,3,1
28806,2020,4,1
28806,2021,1,1
28806,2021,2,1
28806,2021,3,1
28806,2021,4,1
28806,2022,1,1
288082,2020,1,1
288082,2020,2,1
288082,2020,3,1
288082,2020,4,1
288082,2021,1,1
288082,2021,2,1
288082,2021,3,1
288082,2021,4,1
288082,2022,1,1
28810,2021,4,1
28813,2022,2,1
288153,2020,1,1
288153,2020,2,1
288153,2020,3,1
288153,2020,4,1
288153,2021,1,1
288153,2021,3,1
288153,2022,1,1
28819,2020,1,1
28819,2020,2,1
28819,2020,3,1
28819,2020,4,1
28819,2021,1,1
28819,2021,2,1
28819,2021,3,1
28819,2021,4,1
28819,2022,1,1
288226,2020,1,1
288226,2020,2,1
288226,2020,3,1
288226,2020,4,1
288226,2021,1,1
288226,2021,2,1
288226,2021,3,1
288226,2021,4,1
288226,2022,1,1
28838,2020,1,1
28838,2020,2,1
28838,2020,3,1
28838,2020,4,1
28838,2021,1,1
28838,2021,2,1
28838,2021,3,1
28838,2021,4,1
28838,2022,1,1
28838,2022,2,1
288382,2020,1,1
288382,2020,2,1
288382,2020,3,1
288382,2020,4,1
288382,2021,1,1
288382,2021,2,1
288382,2021,3,1
288382,2021,4,1
288383,2021,3,1
288383,2021,4,1
288383,2022,1,1
288383,2022,2,1
28839,2020,1,1
28839,2020,3,1
28839,2021,3,1
2884,2020,1,1
2884,2020,2,1
2884,2020,3,1
2884,2020,4,1
2884,2021,1,1
2884,2021,2,1
2884,2021,3,1
2884,2021,4,1
2884,2022,1,1
2884,2022,2,1
28841,2020,1,1
28841,2020,2,1
28841,2020,3,1
28841,2020,4,1
28841,2021,1,1
28841,2021,2,1
28841,2021,4,1
28844,2020,1,1
28844,2020,2,1
28844,2020,3,1
28844,2020,4,1
28844,2021,1,1
28844,2021,2,1
28844,2021,3,1
28844,2021,4,1
28844,2022,1,1
28844,2022,2,1
288466,2020,1,1
288466,2020,2,1
288466,2020,3,1
288466,2020,4,1
288466,2021,1,1
288466,2021,2,1
288466,2021,3,1
288466,2021,4,1
288473,2020,1,1
288473,2020,2,1
288473,2020,3,1
288473,2020,4,1
288473,2021,1,1
288473,2021,2,1
288473,2021,3,1
288473,2021,4,1
288473,2022,1,1
288579,2020,1,1
288579,2020,2,1
288579,2020,3,1
288579,2020,4,1
288579,2021,1,1
288579,2021,2,1
288579,2021,3,1
288579,2021,4,1
288579,2022,1,1
288586,2020,1,1
288586,2020,2,1
288586,2020,3,1
288586,2020,4,1
288586,2021,1,1
288586,2021,2,1
288586,2021,3,1
288586,2021,4,1
288586,2022,1,1
288610,2020,1,1
288610,2020,2,1
288610,2020,3,1
288610,2020,4,1
288610,2021,1,1
288610,2021,2,1
288610,2021,3,1
288610,2021,4,1
288610,2022,1,1
28862,2020,1,1
28862,2020,2,1
28862,2020,3,1
28862,2020,4,1
28862,2021,1,1
28862,2021,2,1
28862,2021,3,1
28862,2021,4,1
28862,2022,1,1
28866,2020,1,1
28866,2020,2,1
28866,2020,3,1
28866,2020,4,1
28866,2021,1,1
28866,2021,2,1
28866,2021,3,1
28866,2021,4,1
28866,2022,1,1
28866,2022,2,1
288667,2020,1,1
288667,2020,2,1
288667,2020,3,1
288667,2020,4,1
288667,2021,1,1
288667,2021,2,1
288667,2021,3,1
288667,2021,4,1
288667,2022,1,1
288667,2022,2,1
288674,2020,1,1
288674,2020,2,1
288674,2020,3,1
288674,2020,4,1
288674,2021,1,1
288674,2021,2,1
288674,2021,3,1
288674,2021,4,1
288674,2022,1,1
288674,2022,2,1
288678,2020,1,1
288678,2020,3,1
288678,2020,4,1
288678,2021,1,1
288678,2021,2,1
288678,2021,3,1
288678,2021,4,1
288678,2022,1,1
288681,2020,1,1
288681,2020,4,1
288681,2021,1,1
288681,2021,2,1
288681,2021,3,1
288681,2022,1,1
288736,2020,1,1
288736,2020,2,1
288736,2020,3,1
288736,2020,4,1
288736,2021,1,1
288736,2021,2,1
288736,2021,3,1
288736,2021,4,1
288736,2022,1,1
288766,2020,1,1
288766,2020,2,1
288766,2020,3,1
288766,2020,4,1
288766,2021,1,1
288766,2021,2,1
288766,2021,3,1
288766,2021,4,1
288766,2022,1,1
288769,2020,1,1
288769,2020,2,1
288769,2020,3,1
288769,2020,4,1
288769,2021,1,1
288769,2021,2,1
288769,2021,3,1
288769,2021,4,1
288769,2022,1,1
28877,2020,1,1
28877,2020,2,1
28877,2020,3,1
28877,2020,4,1
28877,2021,1,1
28877,2021,2,1
28877,2021,3,1
28877,2021,4,1
28877,2022,1,1
28877,2022,2,1
288799,2020,1,1
288799,2020,3,1
288799,2021,1,1
288799,2021,3,1
288799,2022,1,1
288810,2020,1,1
288810,2020,2,1
288810,2020,3,1
288810,2020,4,1
288810,2021,1,1
288810,2021,2,1
288810,2021,3,1
28883,2020,1,1
28883,2020,2,1
28883,2020,3,1
28883,2020,4,1
28883,2021,1,1
28883,2021,2,1
28883,2021,3,1
28883,2021,4,1
28883,2022,1,1
288830,2020,2,1
288830,2020,3,1
288830,2020,4,1
288830,2021,3,1
288830,2021,4,1
288830,2022,1,1
288862,2020,1,1
288862,2020,2,1
288862,2020,3,1
288862,2020,4,1
288862,2021,1,1
288862,2021,2,1
288862,2021,3,1
288862,2021,4,1
288862,2022,1,1
288862,2022,2,1
288867,2020,3,1
288867,2021,3,1
288867,2022,1,1
288902,2020,1,1
288902,2020,2,1
288902,2020,3,1
288902,2020,4,1
288902,2021,1,1
288902,2021,2,1
288902,2021,3,1
288902,2021,4,1
288902,2022,1,1
288902,2022,2,1
288907,2021,3,1
288907,2021,4,1
288907,2022,1,1
288907,2022,2,1
288922,2020,4,1
288922,2021,4,1
288931,2020,1,1
288931,2020,2,1
288931,2020,3,1
288931,2020,4,1
288931,2021,1,1
288931,2021,2,1
288931,2021,3,1
288931,2021,4,1
288931,2022,1,1
288931,2022,2,1
288946,2021,4,1
288950,2020,1,1
288950,2020,2,1
288950,2020,3,1
288950,2020,4,1
288950,2021,1,1
288950,2021,2,1
288950,2021,3,1
288950,2021,4,1
288950,2022,1,1
288950,2022,2,1
288968,2020,1,1
288968,2020,3,1
288968,2021,1,1
288968,2021,3,1
288970,2020,1,1
288970,2020,2,1
288970,2020,3,1
288970,2020,4,1
288970,2021,1,1
288970,2021,2,1
288970,2021,3,1
288970,2021,4,1
288970,2022,1,1
288970,2022,2,1
288991,2020,2,1
288991,2020,3,1
288991,2020,4,1
288991,2021,2,1
288991,2021,4,1
28903,2020,1,1
28903,2020,2,1
28903,2020,3,1
28903,2020,4,1
28903,2021,1,1
28903,2021,2,1
28903,2021,3,1
28903,2021,4,1
28903,2022,1,1
28903,2022,2,1
289032,2020,1,1
289032,2020,3,1
289032,2021,1,1
289032,2021,3,1
289032,2021,4,1
289032,2022,1,1
289039,2020,1,1
289039,2020,2,1
289039,2020,3,1
289039,2020,4,1
289039,2021,1,1
289039,2021,2,1
289039,2021,3,1
289039,2021,4,1
289039,2022,1,1
289049,2020,1,1
289049,2020,2,1
289049,2020,3,1
289049,2020,4,1
289049,2021,1,1
289049,2021,3,1
289049,2021,4,1
289049,2022,1,1
289073,2020,1,1
289073,2020,2,1
289073,2020,3,1
289073,2020,4,1
289073,2021,1,1
289073,2021,2,1
289073,2021,3,1
289073,2021,4,1
289073,2022,1,1
289073,2022,2,1
289110,2020,1,1
289110,2020,2,1
289110,2020,3,1
289110,2020,4,1
289110,2021,1,1
289110,2021,2,1
289110,2021,3,1
289110,2021,4,1
289110,2022,1,1
289110,2022,2,1
289189,2020,3,1
289189,2020,4,1
289189,2021,2,1
289189,2021,3,1
289189,2021,4,1
289189,2022,2,1
289225,2022,1,1
289225,2022,2,1
289259,2020,1,1
289259,2020,2,1
289259,2020,3,1
289259,2020,4,1
289259,2021,1,1
289259,2021,2,1
289259,2021,3,1
289259,2021,4,1
289283,2020,3,1
289283,2020,4,1
289283,2021,2,1
289283,2021,3,1
289283,2021,4,1
289283,2022,1,1
28930,2020,1,1
28930,2020,2,1
28930,2020,3,1
28930,2020,4,1
28930,2021,1,1
28930,2021,2,1
28930,2021,3,1
28930,2021,4,1
28930,2022,1,1
28930,2022,2,1
289333,2020,1,1
289333,2020,3,1
289333,2020,4,1
289333,2021,1,1
289333,2021,2,1
289333,2021,3,1
289333,2021,4,1
289333,2022,1,1
289361,2020,1,1
289361,2020,3,1
289361,2020,4,1
289361,2021,1,1
289361,2021,2,1
289361,2021,3,1
289361,2021,4,1
2894,2021,3,1
2894,2021,4,1
2894,2022,1,1
2894,2022,2,1
28940,2020,2,1
28940,2020,3,1
28940,2020,4,1
28940,2021,1,1
28940,2021,2,1
28940,2021,3,1
28940,2021,4,1
28940,2022,1,1
289434,2020,1,1
289434,2020,2,1
289434,2020,3,1
289434,2020,4,1
289434,2021,1,1
289434,2021,2,1
289434,2021,3,1
289434,2021,4,1
289472,2020,1,1
289472,2020,2,1
289472,2020,3,1
289472,2020,4,1
289472,2021,1,1
289472,2021,2,1
289472,2021,3,1
289472,2021,4,1
289472,2022,1,1
289476,2020,2,1
289476,2021,1,1
289476,2021,2,1
289476,2021,3,1
289556,2020,2,1
289578,2020,1,1
289578,2020,3,1
289578,2020,4,1
289578,2021,1,1
289578,2021,3,1
289578,2022,1,1
289645,2020,2,1
289645,2021,1,1
289645,2022,1,1
28967,2020,1,1
28967,2020,2,1
28967,2020,3,1
28967,2020,4,1
28967,2021,1,1
28967,2021,2,1
28967,2021,3,1
28967,2021,4,1
28967,2022,1,1
28967,2022,2,1
289682,2020,1,1
289682,2020,2,1
289682,2020,3,1
289682,2020,4,1
289682,2021,1,1
289682,2021,2,1
289682,2021,3,1
289682,2021,4,1
289682,2022,1,1
289735,2020,2,1
289735,2020,3,1
289735,2020,4,1
289735,2021,2,1
289735,2021,3,1
289735,2021,4,1
289735,2022,2,1
289758,2021,1,1
289758,2021,4,1
289758,2022,2,1
289800,2020,1,1
289800,2020,3,1
289800,2020,4,1
289800,2021,1,1
289800,2021,2,1
289800,2021,3,1
289800,2021,4,1
289800,2022,1,1
289816,2020,1,1
289816,2020,2,1
289816,2020,3,1
289816,2020,4,1
289816,2021,1,1
289816,2021,2,1
289816,2021,3,1
289816,2021,4,1
289816,2022,1,1
289831,2021,3,1
289831,2021,4,1
289831,2022,1,1
289868,2020,1,1
289868,2020,2,1
289868,2020,3,1
289868,2020,4,1
289868,2021,1,1
289868,2021,2,1
289868,2021,3,1
289868,2021,4,1
289868,2022,1,1
289950,2021,4,1
289950,2022,1,1
289969,2020,1,1
289969,2020,2,1
289969,2020,3,1
289969,2020,4,1
289969,2021,1,1
289969,2021,3,1
289969,2021,4,1
289969,2022,1,1
289983,2020,1,1
289983,2020,2,1
289983,2020,3,1
289983,2020,4,1
289983,2021,1,1
289983,2021,2,1
289983,2021,3,1
289983,2021,4,1
289983,2022,1,1
29004,2020,1,1
29004,2020,2,1
29004,2020,3,1
29004,2020,4,1
29004,2021,1,1
29004,2021,2,1
29004,2021,3,1
29004,2021,4,1
29004,2022,1,1
29011,2020,1,1
29011,2020,2,1
29011,2020,3,1
29011,2020,4,1
29011,2021,1,1
29011,2021,2,1
29011,2021,3,1
29011,2021,4,1
29011,2022,1,1
29011,2022,2,1
29015,2020,1,1
29015,2020,2,1
29015,2020,3,1
29015,2020,4,1
29015,2021,1,1
29015,2021,2,1
29015,2021,3,1
29015,2021,4,1
29015,2022,1,1
290154,2020,1,1
290154,2020,2,1
290154,2020,3,1
290154,2020,4,1
290154,2021,1,1
290154,2021,2,1
290154,2021,3,1
290154,2021,4,1
290154,2022,1,1
290154,2022,2,1
29016,2020,1,1
29016,2020,2,1
29016,2021,2,1
29018,2020,1,1
29018,2020,2,1
29018,2020,3,1
29018,2020,4,1
29018,2021,1,1
29018,2021,2,1
29018,2021,3,1
29018,2021,4,1
29018,2022,1,1
290218,2020,1,1
290218,2020,2,1
290218,2020,3,1
290218,2020,4,1
290218,2021,1,1
290218,2021,3,1
290218,2021,4,1
290218,2022,1,1
29028,2020,1,1
29028,2020,2,1
29028,2020,3,1
29028,2020,4,1
29028,2021,1,1
29028,2021,2,1
29028,2021,3,1
29028,2021,4,1
29028,2022,1,1
29028,2022,2,1
290336,2020,2,1
290336,2020,4,1
290336,2021,1,1
290336,2021,2,1
290336,2021,3,1
290336,2021,4,1
290336,2022,1,1
290336,2022,2,1
290341,2021,3,1
290341,2021,4,1
290347,2021,2,1
290347,2021,4,1
29039,2020,1,1
29039,2020,2,1
29039,2020,3,1
29039,2020,4,1
29039,2021,1,1
29039,2021,2,1
29039,2021,3,1
29039,2021,4,1
29039,2022,1,1
29039,2022,2,1
29052,2020,1,1
29052,2020,2,1
29052,2020,3,1
29052,2020,4,1
29052,2021,1,1
29052,2021,2,1
29052,2021,3,1
29052,2021,4,1
29052,2022,1,1
29052,2022,2,1
290542,2020,1,1
290542,2020,2,1
290542,2020,3,1
290542,2020,4,1
290542,2021,1,1
290542,2021,2,1
290542,2021,3,1
290542,2021,4,1
290542,2022,1,1
290542,2022,2,1
29061,2020,3,1
290702,2020,1,1
290702,2020,2,1
290702,2020,3,1
290702,2020,4,1
290702,2021,1,1
290702,2021,2,1
290702,2021,3,1
290702,2021,4,1
290702,2022,1,1
290810,2020,1,1
290810,2020,3,1
290810,2020,4,1
290810,2021,3,1
290810,2021,4,1
290810,2022,1,1
29082,2020,1,1
29082,2020,2,1
29082,2021,2,1
29086,2020,1,1
29086,2020,2,1
29086,2020,3,1
29086,2020,4,1
29086,2021,1,1
29086,2021,2,1
29086,2021,3,1
29086,2021,4,1
29086,2022,1,1
290862,2021,3,1
290885,2021,2,1
290885,2021,3,1
290885,2021,4,1
290885,2022,1,1
29089,2021,3,1
29089,2021,4,1
29089,2022,1,1
290903,2020,1,1
290903,2020,2,1
290903,2020,4,1
290956,2020,1,1
290956,2020,2,1
290956,2020,4,1
290956,2021,1,1
290956,2021,3,1
290956,2022,1,1
290962,2021,4,1
290977,2020,1,1
290977,2020,2,1
290977,2020,3,1
290977,2020,4,1
290977,2021,1,1
290977,2021,2,1
290977,2021,3,1
290977,2021,4,1
290977,2022,1,1
29099,2020,1,1
29099,2020,2,1
29099,2020,3,1
29099,2020,4,1
29099,2021,1,1
29099,2021,2,1
29099,2021,3,1
29099,2021,4,1
29099,2022,1,1
29099,2022,2,1
29101,2020,2,1
29101,2021,2,1
29101,2022,2,1
29108,2020,1,1
29108,2020,2,1
29108,2020,3,1
29108,2020,4,1
29108,2021,1,1
29108,2021,2,1
29108,2021,3,1
29108,2021,4,1
29108,2022,1,1
29108,2022,2,1
291091,2020,2,1
291091,2020,3,1
291091,2020,4,1
291091,2021,2,1
291091,2022,2,1
291185,2020,1,1
291185,2020,2,1
291185,2020,3,1
291185,2020,4,1
291185,2021,2,1
291185,2021,3,1
291185,2021,4,1
291185,2022,1,1
291185,2022,2,1
29127,2020,1,1
29127,2020,2,1
29127,2020,3,1
29127,2020,4,1
29127,2021,1,1
29127,2021,2,1
29127,2021,3,1
29127,2021,4,1
29127,2022,1,1
29127,2022,2,1
291277,2020,2,1
291277,2020,3,1
291277,2020,4,1
291277,2021,1,1
291277,2021,2,1
291277,2021,3,1
291277,2021,4,1
291277,2022,1,1
291277,2022,2,1
29131,2020,1,1
29131,2020,2,1
29131,2020,3,1
29131,2020,4,1
29131,2021,1,1
29131,2021,2,1
29131,2021,3,1
29131,2021,4,1
29131,2022,1,1
29131,2022,2,1
29133,2020,1,1
29133,2020,2,1
29133,2020,3,1
29133,2020,4,1
29133,2021,1,1
29133,2021,2,1
29133,2021,3,1
29133,2021,4,1
29133,2022,1,1
29133,2022,2,1
29135,2020,1,1
29135,2020,2,1
29135,2020,3,1
29135,2020,4,1
29135,2021,1,1
29135,2021,2,1
29135,2021,3,1
29135,2021,4,1
29135,2022,1,1
29135,2022,2,1
29137,2020,1,1
29137,2020,2,1
29137,2020,3,1
29137,2020,4,1
29137,2021,1,1
29137,2021,2,1
29137,2021,3,1
29137,2021,4,1
29137,2022,1,1
29137,2022,2,1
291480,2020,1,1
291480,2020,2,1
291480,2020,3,1
291480,2020,4,1
29150,2020,1,1
29150,2020,2,1
29150,2020,3,1
29150,2020,4,1
29150,2021,1,1
29150,2021,2,1
29150,2021,3,1
29150,2021,4,1
29150,2022,1,1
29151,2020,1,1
29151,2020,2,1
29151,2020,3,1
29151,2020,4,1
29151,2021,1,1
29151,2021,2,1
29151,2021,3,1
29151,2021,4,1
29151,2022,1,1
29151,2022,2,1
291534,2020,1,1
291534,2020,2,1
291534,2020,3,1
291534,2020,4,1
291534,2021,1,1
291534,2021,2,1
291534,2021,3,1
291534,2021,4,1
291534,2022,1,1
291534,2022,2,1
29155,2020,1,1
29155,2020,2,1
29155,2020,3,1
29155,2020,4,1
29155,2021,1,1
29155,2021,2,1
29155,2021,3,1
29155,2021,4,1
29155,2022,1,1
29155,2022,2,1
29156,2020,1,1
29156,2020,2,1
29156,2020,3,1
29156,2020,4,1
29156,2021,1,1
29156,2021,2,1
29156,2021,3,1
29156,2021,4,1
29156,2022,1,1
29156,2022,2,1
29170,2020,1,1
29170,2020,3,1
29170,2021,2,1
29170,2021,3,1
29170,2021,4,1
29170,2022,1,1
29170,2022,2,1
29175,2020,1,1
29175,2020,2,1
29175,2020,3,1
29175,2020,4,1
29175,2021,1,1
29175,2021,2,1
29175,2021,3,1
29175,2021,4,1
29175,2022,1,1
291757,2020,1,1
291757,2020,2,1
291757,2020,3,1
291757,2020,4,1
291757,2021,1,1
291757,2021,2,1
291757,2021,3,1
291757,2021,4,1
291757,2022,1,1
291757,2022,2,1
291759,2020,1,1
291759,2020,3,1
291759,2021,1,1
291760,2020,1,1
291760,2020,2,1
291760,2020,3,1
291760,2020,4,1
291760,2021,1,1
291760,2021,2,1
291760,2021,3,1
291760,2021,4,1
291760,2022,1,1
291760,2022,2,1
291808,2020,4,1
291854,2020,1,1
291854,2020,2,1
291854,2020,3,1
291854,2021,1,1
291854,2021,3,1
291854,2022,1,1
291881,2020,2,1
291881,2020,3,1
291881,2020,4,1
291881,2021,1,1
29191,2020,1,1
29191,2020,2,1
29191,2020,3,1
29191,2020,4,1
29191,2021,1,1
29191,2021,2,1
29191,2021,3,1
29191,2021,4,1
29191,2022,1,1
29194,2020,1,1
29194,2020,2,1
29194,2020,3,1
29194,2020,4,1
29194,2021,1,1
29194,2021,2,1
29194,2021,3,1
29194,2021,4,1
29194,2022,1,1
291965,2020,1,1
291965,2020,2,1
291965,2020,3,1
291965,2020,4,1
291965,2021,1,1
291965,2021,2,1
291965,2021,3,1
291965,2022,1,1
292020,2022,2,1
29206,2020,1,1
29206,2020,2,1
29206,2020,3,1
29206,2020,4,1
29206,2021,1,1
29206,2021,2,1
29206,2021,3,1
29206,2021,4,1
29206,2022,1,1
29206,2022,2,1
29207,2020,2,1
29207,2020,3,1
29207,2020,4,1
29207,2021,1,1
29207,2021,2,1
29207,2021,3,1
29207,2022,2,1
292072,2020,1,1
292072,2020,2,1
292072,2020,3,1
292072,2020,4,1
292072,2021,1,1
292072,2021,2,1
292072,2021,3,1
292072,2021,4,1
292072,2022,1,1
292093,2020,2,1
292098,2020,1,1
292098,2020,2,1
292098,2020,3,1
292098,2020,4,1
292098,2021,1,1
292098,2021,2,1
292098,2021,3,1
292098,2021,4,1
292098,2022,1,1
29211,2020,1,1
29211,2020,2,1
29211,2020,3,1
29211,2020,4,1
292114,2020,1,1
29217,2020,1,1
29217,2020,2,1
29217,2020,3,1
29217,2020,4,1
29217,2021,1,1
29217,2021,2,1
29217,2021,4,1
29217,2022,1,1
29217,2022,2,1
29221,2020,1,1
29221,2020,3,1
29221,2020,4,1
29221,2021,3,1
292249,2020,1,1
292249,2020,2,1
292249,2020,3,1
292249,2020,4,1
292249,2021,1,1
292249,2021,2,1
292249,2021,3,1
292249,2021,4,1
292249,2022,1,1
292249,2022,2,1
292266,2021,1,1
292266,2021,2,1
292266,2021,3,1
292266,2021,4,1
292266,2022,1,1
292266,2022,2,1
292381,2020,1,1
292381,2020,2,1
292381,2020,3,1
292381,2020,4,1
292381,2021,1,1
292381,2021,2,1
292381,2021,3,1
292381,2021,4,1
292381,2022,1,1
292381,2022,2,1
29241,2020,1,1
29241,2020,2,1
29241,2020,3,1
29241,2021,1,1
29241,2021,2,1
29241,2021,3,1
29241,2022,1,1
29241,2022,2,1
292438,2021,3,1
292438,2021,4,1
292438,2022,1,1
292438,2022,2,1
292442,2020,4,1
292442,2021,2,1
292442,2022,2,1
29251,2021,1,1
29251,2021,3,1
29251,2022,1,1
29251,2022,2,1
292620,2020,2,1
292620,2020,4,1
292620,2021,2,1
292620,2021,4,1
292639,2020,3,1
292639,2020,4,1
292639,2021,2,1
292639,2021,4,1
292680,2020,2,1
292680,2020,4,1
292680,2021,2,1
292680,2021,3,1
292680,2021,4,1
292720,2020,1,1
292733,2020,2,1
292733,2021,1,1
292733,2021,2,1
292733,2021,3,1
292733,2021,4,1
292733,2022,1,1
292734,2020,1,1
292734,2020,3,1
292734,2020,4,1
292734,2021,1,1
292734,2021,3,1
292734,2021,4,1
292734,2022,1,1
29275,2020,1,1
29275,2020,2,1
29275,2020,3,1
29275,2020,4,1
29275,2021,1,1
29275,2021,2,1
29275,2021,3,1
29275,2021,4,1
29275,2022,1,1
292770,2020,1,1
292770,2020,2,1
292770,2020,3,1
292770,2020,4,1
292770,2021,1,1
292770,2021,2,1
292770,2021,3,1
292770,2021,4,1
292770,2022,1,1
292780,2020,1,1
292780,2020,3,1
292780,2020,4,1
292780,2021,1,1
292780,2021,3,1
292780,2021,4,1
292780,2022,1,1
292796,2020,1,1
292796,2020,2,1
292796,2020,3,1
292796,2020,4,1
292796,2021,1,1
292796,2021,2,1
292796,2021,3,1
292796,2021,4,1
292796,2022,1,1
292818,2020,1,1
292818,2020,2,1
292818,2020,3,1
292818,2020,4,1
292818,2021,1,1
292818,2021,2,1
292818,2021,3,1
292818,2021,4,1
292818,2022,1,1
29282,2020,1,1
29282,2020,2,1
29282,2020,3,1
29282,2020,4,1
